name,year,rating,metascore,num_votes
The Savage Princess,1952,7.0,,277.0
Daag,1952,7.1,,159.0
Jaal,1952,7.3,,107.0
Sangdil,1952,7.3,,95.0
Anand Math,1952,7.6,,85.0
Bewafa,1952,7.6,,78.0
Anhonee,1952,7.3,,75.0
Amber,1952,7.0,,64.0
Ashiana,1952,7.6,,49.0
Chhatrapati Shivaji,1952,8.2,,38.0
Tamasha,1952,7.6,,38.0
Aandhiyan,1952,7.4,,30.0
Mr. Sampat,1952,7.4,,27.0
Parchhain,1952,5.9,,15.0
Aladdin and the Wonderful Lamp,1952,5.9,,15.0
Vidyasagar,1952,8.0,,13.0
Saqi,1952,6.7,,13.0
Maa,1957,7.2,,12.0
Baghdad,1952,6.5,,11.0
Deewana,1952,5.0,,10.0
Zalzala,1952,7.6,,8.0
Sinbad Jahazi,1952,4.0,,8.0
Nau Bahar,1952,6.8,,8.0
Raja Harishchandra,1952,6.0,,7.0
Shrimati Ji,1952,4.1,,7.0
Yatrik,1952,8.6,,7.0
Izzat,1952,6.4,,5.0
Nazaria,1952,,,
Sindbad the Sailor,1952,,,
Kyonji,1952,,,
Resham,1952,,,
Jaggu,1952,,,
Amnol Sahara,1952,,,
Ajeeb Ladki,1952,,,
Insaan,1952,,,
Doag,1952,,,
Devyani,1952,,,
Sanskar,1952,,,
Zamane Ki Hawa,1952,,,
Shisham,1952,,,
Raag Rang,1952,,,
Hyderabad Ki Nazneen,1952,,,
Do Raha,1952,,,
Sapna,1952,,,
Veer Arjun,1952,,,
Vasna,1952,,,
Tarang,1952,,,
Fuji-Lama,1952,,,
Draupadi Vastraharan,1952,,,
Hamari Duniya,1952,,,
Kafila,1952,,,
Jalpari,1952,,,
Bhule Bhatke,1952,,,
Betaab,1952,,,
Usha Kiron,1952,,,
Sandesh,1952,,,
Shin Shinaki Boobla Boo,1952,,,
Chham Chhama Chham,1952,,,
Poonam,1952,,,
Rani,II) (1952,,,
Vishwamitra,II) (1952,,,
Rajrani Damayanti,1952,,,
Lanka Dahan,1952,,,
Indrasen,1952,,,
Rangili,1952,,,
Chamkee,1952,,,
Krishna Kanhaiya,1952,,,
Goonj,1952,,,
Dhobi Doctor,1952,,,
Sheesha,1952,,,
Badnam,1952,,,
Vanraj,1952,,,
Khubsurat,1952,,,
Jeet Kiski,1952,,,
Mamta,1952,,,
Shiv Leela,1952,,,
Parbat,1952,,,
Shiv Shakti,1952,,,
Nishan Danka,1952,,,
Neelam Pari,1952,,,
Nanhe Munne,1952,,,
Bhakta Puran,1952,,,
Moti Mahal,1952,,,
Lal Kunwar,1952,,,
Aasmaan,1952,,,
Chhoti Maa,1952,,,
Ghungroo,1952,,,
Apni Izzat,1952,,,
Mordhwaj,1952,,,
Saloni,1952,,,
Annadata,1952,,,
Anjaam,1952,,,
Do Bigha Zamin,1953,8.4,,1815.0
Aah,1953,7.2,,273.0
Parineeta,1953,6.9,,136.0
Jhansi Ki Rani,1953,6.9,,89.0
Baaz,1953,7.0,,86.0
Anarkali,1953,7.2,,71.0
Patita,1953,7.9,,62.0
Foot Path,1953,7.4,,53.0
Papi,1953,7.6,,52.0
Shikast,1953,7.0,,41.0
Rail Ka Dibba,1953,8.0,,36.0
Daaera,1953,6.5,,32.0
Dhoon,1953,7.0,,29.0
Shole,1953,7.1,,29.0
Rahi,1953,6.9,,27.0
Laila Majnu,1953,8.0,,25.0
Jeewan Jyoti,1953,6.4,,22.0
Armaan,1953,6.8,,19.0
Teen Batti Char Raasta,1953,7.3,,17.0
Ladki,1953,5.8,,15.0
Aurat,1953,4.9,,14.0
Thokar,1953,7.3,,13.0
Aas,1953,5.1,,13.0
Alif-Laila,1953,6.3,,11.0
Dil-E-Nadan,1953,6.3,,9.0
Shahenshah,1953,4.6,,9.0
Humsafar,1953,7.6,,8.0
Naulakha Haar,1953,6.2,,8.0
Aabshar,1953,5.0,,5.0
Gorilla,1953,,,
Farmaish,1953,,,
Gauhar,1953,,,
Shamsherbaaz,1953,,,
Fareb,1953,,,
Laharen,1953,,,
Humdard,1953,,,
Mashooka,1953,,,
Ek Do Teen,1953,,,
Aaghosh,II) (1953,,,
Husn Ka Chor,1953,,,
Madmust,1953,,,
Aag Ka Dariya,1953,,,
Jungle Ka Jawahar,1953,,,
Gunah,1953,,,
Anand Bhawan,1953,,,
Shyama,1953,,,
Dhuaan,1953,,,
Raj Ratan,1953,,,
Hari Darshan,1953,,,
Dharma Pathni,1953,,,
Char Chand,1953,,,
Naag Panchami,1953,,,
Suhag Sindoor,1953,,,
Bahu Beti,1953,,,
Babla,1953,,,
Chalis Baba Ek Chor,1953,,,
Mehmaan,1953,,,
Shagufa,1953,,,
Lahren,1953,,,
Chandirani,III) (1953,,,
Bahadur,1953,,,
Gharbaar,1953,,,
Chacha Chowdhury,1953,,,
Samsheer,1953,,,
Nav Durga,1953,,,
Naya Ghar,1953,,,
Mallika Soloni,1953,,,
Firdaus,1953,,,
Malkin,1953,,,
Shuk Rambha,1953,,,
Naya Raasta,1953,,,
Manchala,1953,,,
Mahatma,I) (1953,,,
Hazaar Raaten,1953,,,
Bhagyawan,1953,,,
Naina,1953,,,
Aansoo,1953,,,
Akash,1953,,,
Paheli Shaadi,1953,,,
Jallianwalla Baag Ki Jyoti,1953,,,
Faraib,1953,,,
Dard-E-Dil,1953,,,
Khoj,1953,,,
Jhamela,1953,,,
Gul Sanobar,1953,,,
Dana Paani,1953,,,
Rangila,1953,,,
Nabin Yatra,1953,,,
Baghi,1953,,,
Boot Polish,1954,8.0,,752.0
Taxi Driver,1954,7.1,,254.0
Aar-Paar,1954,6.6,,232.0
Amar,1954,6.9,,161.0
Mirza Ghalib,1954,7.0,,103.0
Nagin,1954,6.6,,60.0
Biraj Bahu,1954,6.2,,50.0
Alibaba and 40 Thieves,1954,6.2,,46.0
Manohara,I) (1954,7.2,,44.0
Nastik,1954,6.2,,32.0
'Ferry',1954,5.8,,28.0
Shabab,1954,5.5,,25.0
Bahut Din Huwe...,1954,6.7,,24.0
Shama Parwana,1954,6.6,,23.0
Chor Bazar,1954,5.9,,23.0
Hamlet,1954,6.5,,22.0
Baadbaan,1954,6.8,,20.0
Badshah,1954,6.4,,16.0
Mayurpankh,1954,5.9,,16.0
Baap Beti,1954,6.8,,14.0
Tulsidas,1954,6.6,,14.0
Shaheed-E-Azad Bhagat Singh,1954,7.5,,13.0
Adhikar,1954,6.7,,13.0
Subah Ka Tara,1954,5.4,,9.0
Shart,1954,5.8,,9.0
Chandni Chowk,1954,5.6,,9.0
Waris,1954,6.0,,8.0
Kavi,1954,3.6,,8.0
Radha Krishna,1954,7.9,,7.0
Mehbooba,1954,7.4,,7.0
Miss Mala,1954,6.0,,7.0
Ilzam,1954,6.1,,7.0
Mastana,1954,6.7,,6.0
Angarey,1954,7.2,,6.0
Suhagan,1954,6.3,,6.0
Lal Pari,1954,4.6,,5.0
Shri Chaitanya Mahaprabhu,1954,7.8,,5.0
Teer,1954,,,
Ritu Vihaar,1954,,,
Rasiya,1954,,,
Africa,1954,,,
Geheraye,1954,,,
Gokul Ka Raja,1954,,,
Guzaara,1954,,,
Ibrat,1954,,,
Ladla,1954,,,
Payal Ki Jhankar,1954,,,
Ramman,1954,,,
Sadma,1954,,,
Sitamgar,1954,,,
Vijaygar,1954,,,
Sheeshe Ki Diwar,1954,,,
Maha Puja,1954,,,
Sahil,1954,,,
Prisoner of Golconda,1954,,,
Daku Ki Ladki,1954,,,
Teen Tasveereen,1954,,,
Rajyogi Bharthari,1954,,,
Kasturi,1954,,,
Noor Mahal,1954,,,
Laila,1954,,,
Gul Bahar,1954,,,
Hukumat,1954,,,
Durga Puja,1954,,,
Chakradhari,1954,,,
Dak Babu,1954,,,
Lakeeren,1954,,,
Gawaiya,1954,,,
Sher Dil,1954,,,
Chora-Chori,1954,,,
Rishta,1954,,,
Pilpili Saheb,1954,,,
Pensioner,1954,,,
Khushboo,1954,,,
Laadla,1954,,,
Dhoop Chhaon,1954,,,
Amar Kirtan,1954,,,
Pyaase Nain,1954,,,
Maan,1954,,,
Pooja,1954,,,
Dost,1954,,,
Sangam,1954,,,
Ehsan,1954,,,
Aulad,1954,,,
Shiv Kanya,1954,,,
Haar Jeet,1954,,,
Bazooband,1954,,,
Rihaee,1954,,,
Manohara,III) (1954,,,
Paheli Tarikh,1954,,,
Naaz,1954,,,
Hanuman Janma,1954,,,
Samrat,1954,,,
Barati,1954,,,
Tilottama,1954,,,
Pamposh,1954,,,
Kalakar,1954,,,
Bilwamangal,1954,,,
Shobha,1954,,,
Darwaza,1954,,,
Saltanat,1954,,,
Khaibar,1954,,,
Samaj,1954,,,
Mahatma Kabir,1954,,,
Jadugar,1954,,,
Meenar,1954,,,
Malka-e-Alam Noorjehan,1954,,,
Shiv Ratri,1954,,,
Savdhan,1954,,,
Aurat Teri Yehi Kahani,1954,,,
Bhai Sahab,1954,,,
Ameer,1954,,,
Majboori,1954,,,
Chitrangada,1954,,,
Watan,1954,,,
Toote Khilone,1954,,,
Parichay,1954,,,
Halla Gulla,1954,,,
Mangu,1954,,,
Munna,1954,,,
Danka,1954,,,
Bokul,1954,,,
Shree 420,1955,8.0,,2564.0
Devdas,1955,7.9,,1705.0
Mr. & Mrs. '55,1955,7.2,,479.0
Azaad,1955,7.2,,133.0
Jagriti,1955,6.9,,128.0
Seema,1955,6.9,,102.0
Jhanak Jhanak Payal Baaje,1955,6.7,,101.0
Munimji,1955,7.4,,93.0
Naukari,1955,7.6,,92.0
Insaniyat,1955,7.4,,79.0
House No. 44,1955,7.3,,70.0
Uran Khatola,1955,7.3,,63.0
Baap Re Baap,1955,6.5,,26.0
Railway Platform,1955,7.2,,24.0
Abe Hayat,1955,4.8,,21.0
Milap,1955,7.4,,19.0
Bara-Dari,1955,6.2,,18.0
Vachan,1955,5.5,,17.0
Bandish,1955,7.1,,17.0
Pehli Jhalak,1955,6.4,,17.0
Marine Drive,1955,6.4,,16.0
Dev Anand in Goa (Alias Farar),1955,5.8,,16.0
Naqab,1955,8.6,,16.0
Kundan,1955,6.5,,16.0
Garam Coat,1955,7.3,,15.0
Jayasimha,1955,7.5,,15.0
Sardar,1955,8.0,,15.0
Amanat,1955,7.1,,15.0
Naata,1955,7.5,,13.0
Swami Vivekananda,1955,6.5,,12.0
Char Paise,1955,5.6,,11.0
Yasmin,1955,5.8,,11.0
Bahu,1955,6.9,,10.0
Adil-E-Jahangir,1955,5.0,,8.0
Waman Avtar,1955,6.2,,6.0
Jawab,1955,6.0,,5.0
Tangewali,1955,8.4,,5.0
Daku,1955,8.0,,5.0
Faraar,1955,,,
Toofan Mail,1955,,,
Salaam E Mohabbat,1955,,,
Post Master,1955,,,
Naghma E Sahara,1955,,,
Adamkhor,1955,,,
Alladin Ka Beta,1955,,,
Bhedi Lutera,1955,,,
Chhabila,1955,,,
Deewar,1955,,,
Darbar,1955,,,
Khoufank Jungle,1955,,,
Lakhon Mein Ek,1955,,,
Mano Na Mano,1955,,,
Mitrata Ki Yatra,1955,,,
Prabhu Ki Maya,1955,,,
Oot Patang,1955,,,
Raj Kanya,1955,,,
Roop Basant,1955,,,
Sakhi Hatim,1955,,,
Shahi Chor,1955,,,
Shiv Bhakta,1955,,,
Son of Ali Baba,1955,,,
Tatar Ka Chor,1955,,,
Teen Sardar,1955,,,
Shah Behram,1955,,,
Madhur Milan,1955,,,
Tees Maar Khan,1955,,,
Chingari,1955,,,
Kanchan,1955,,,
Jai Mahadev,1955,,,
Veer Rajputani,1955,,,
Flying Man,1955,,,
Hatimtai Ki Beti,1955,,,
Inaam,1955,,,
Jungle Ka Jadoo,1955,,,
Duniya Gol Hai,1955,,,
Jalti Nishani,1955,,,
Baghdad Ka Chor,1955,,,
Shahzada,1955,,,
Bhagwat Mahima,1955,,,
Shri Ganesh Vivah,1955,,,
Raj Durbar,1955,,,
Mahasati Savitri,1955,,,
Raftar,1955,,,
Jasoos,1955,,,
Bindiya,1955,,,
Andher Nagari Chaupat Raja,1955,,,
Riyasat,1955,,,
Santosham,1955,,,
Patit Pawan,1955,,,
Navratri,1955,,,
Khandaan,1955,,,
Do Dulhe,1955,,,
Carnival Queen,1955,,,
Sabse Bada Rupaiya,1955,,,
Ha Ha Hee Hee Ho Ho,1955,,,
Musafir Khana,1955,,,
Rajkumari,1955,,,
Sau Ka Note,1955,,,
Ratnaghar,1955,,,
Ratna Manjari,1955,,,
Chirag-e-Cheen,1955,,,
Shree Krishna Bhakti,1955,,,
Society,1955,,,
Shri Nagad Narayan,1955,,,
Miss Coca Cola,1955,,,
Mast Qalandar,1955,,,
Sakhi Lutera,1955,,,
Ghar Ghar Mein Diwali,1955,,,
Ekadashi,1955,,,
Lagan,1955,,,
Jagadguru Shankaracharya,1955,,,
Albeli,1955,,,
Sati Madalasa,1955,,,
Oonchi Haveli,1955,,,
Mastani,1955,,,
Ghamand,1955,,,
Shikar,1955,,,
Lutera,1955,,,
Teen Bhai,1955,,,
Madh Bhare Nain,1955,,,
Ganga Maiyya,1955,,,
Aaj Ki Baat,1955,,,
Amar Saigal,1955,,,
Shahi Mehmaan,1955,,,
Pyaara Dushman,1955,,,
Joru Ka Bhai,1955,,,
Hoor-E-Arab,1955,,,
Haseena,1955,,,
Teerandaz,1955,,,
Rukhsana,1955,,,
Sitara,1955,,,
Jashan,1955,,,
Stay Alert,1956,8.3,,879.0
C.I.D.,1956,7.3,,629.0
Chori Chori,1956,7.8,,466.0
Funtoosh,1956,7.3,,74.0
New Delhi,1956,7.4,,62.0
Toofan Aur Deeya,1956,6.7,,59.0
Ek-Hi-Rasta,1956,6.9,,52.0
Pocket Maar,1956,7.3,,39.0
Mem Sahib,1956,7.2,,36.0
Halaku,1956,6.8,,36.0
Basant Bahar,1956,7.1,,31.0
Shirin Farhad,1956,7.2,,30.0
Ham Sab Chor Hain,1956,6.4,,28.0
Parivar,1956,7.4,,21.0
Rangin Raaten,1956,7.2,,20.0
Bhagam Bhag,1956,5.8,,20.0
Hatimtai,1956,6.8,,17.0
Bhai-Bhai,1956,5.8,,15.0
Raj Hath,1956,6.3,,15.0
Devta,1956,5.6,,15.0
Heer,1956,4.8,,12.0
Naya Andaz,1956,5.8,,12.0
Paisa Hi Paisa,1956,6.5,,11.0
Sheikh Chilli,1956,5.4,,9.0
Ek Shola,1956,4.4,,9.0
Kismet Ka Khel,1956,6.0,,9.0
Chhoo Mantar,1956,6.1,,9.0
Some Where in Delhi,1956,5.1,,9.0
Baghdad Ka Jadu,1956,4.6,,8.0
Durgesh Nandini,1956,6.5,,8.0
Sailaab,1956,7.6,,8.0
Bajrang Bali,1956,6.6,,7.0
Aawaz,1956,5.1,,7.0
26 January,1956,6.6,,7.0
Bal Ramayan,1956,6.1,,7.0
Taj,1956,6.6,,7.0
Shatranj,1956,6.7,,6.0
Khul Ja Sim Sim,1956,5.6,,5.0
Samundari Daku,1956,6.4,,5.0
Ghulam Begum Badshah,1956,6.6,,5.0
Aan Baan,1956,2.8,,5.0
Bandhan,1956,6.2,,5.0
Lalu-Ustad,1956,,,
Zarina,1956,,,
Kya Baat Hain,1956,,,
Do Shehzaade,1956,,,
Sultan - E- Alam,1956,,,
26th January,1956,,,
Yahudi Ki Beti,1956,,,
Naqab Posh,1956,,,
Lal E Yaman,1956,,,
Jallad,1956,,,
Indra Sabha,1956,,,
Indra Leela,1956,,,
Husn Banu,1956,,,
Jaldeep,1956,,,
Gul-E-Begum Badshah,1956,,,
Bharti,1956,,,
Dayar-E-Habib,1956,,,
Basre Ki Hoor,1956,,,
Astik,1956,,,
Alam Ara,1956,,,
Anokha Jungle,1956,,,
Awara Shehzadi,1956,,,
Dwarikadheesh,1956,,,
Harihar Bhakti,1956,,,
Qeemat,1956,,,
Kala Chor,1956,,,
Ankh Ka Nasha,1956,,,
Guru Ghantal,1956,,,
Naya Aadmi,1956,,,
Baghi Sardar,1956,,,
Hotel,1956,,,
Pyaas,1956,,,
Chandrakanta,1956,,,
Sultana Daku,1956,,,
Roop Kumari,1956,,,
Panna,1956,,,
Caravan,1956,,,
Fighting Queen,1956,,,
Lalten,1956,,,
Fifty Fifty,1956,,,
Shrimati 420,1956,,,
Malika,1956,,,
Zindagi,1956,,,
Ram Navami,1956,,,
Lalkaar,1956,,,
Dassehra,1956,,,
Amarsinh Rathod,1956,,,
Makkhee Choos,1956,,,
Anuraag,1956,,,
Badal Aur Bijli,1956,,,
Sajani,1956,,,
Gauri Puja,1956,,,
Jungle Queen,1956,,,
Raj Rani Meera,1956,,,
Arab Ka Saudagar,1956,,,
Sati Naag Kanya,1956,,,
Zindagi Ke Mele,1956,,,
Talwar Ka Dhani,1956,,,
Taj Aur Talwar,1956,,,
Insaaf,1956,,,
Sipahsalar,1956,,,
Taksaal,1956,,,
Ayodhyapati,1956,,,
Sudarshan Chakra,1956,,,
Sati Ansuya,1956,,,
Hamara Watan,1956,,,
Diwali Ki Raat,1956,,,
Dashera,1956,,,
Basant Panchami,1956,,,
Char Minar,1956,,,
Aabroo,1956,,,
Delhi Durbar,1956,,,
Kismet,1956,,,
Jayshree,1956,,,
Char Dost,1956,,,
Ramshastri Ka Nyay,1956,,,
Passing Show,1956,,,
Kar Bhala,1956,,,
Mr. Lambu,1956,,,
Mr. Chakram,1956,,,
Shoharat,1956,,,
Dhola Maru,1956,,,
Dhake Ki Malmal,1956,,,
Rajdhani,1956,,,
Patrani,1956,,,
Inquilab,1956,,,
